緯度,経度,郵便番号,都道府県,市区町村,町名,丁目,番,号,マンション名
35.7407363,139.7413441,,東京都,,,,,,山田荘
35.6366985,139.692031,,東京都,,,,,,山祐ハイツ
35.7125896,139.5980677,,東京都,,,,,,山縣ハイツ
35.7038394,139.6827319,,東京都,,,,,,山繁コーポラス
35.601185,139.7001312,,東京都,,,,,,山興ビル上池台
35.7599414,139.3118225,205-0014,東京都,羽村市,羽東,1丁目,22,11,山部荘
35.7844818,139.1514123,,東京都,,,,,,山香荘
35.697207,139.6636761,,東京都,,,,,,岡本マンション
35.7015717,139.5493245,,東京都,,,,,,岡田ハイツ
35.6785336,139.6793077,,東京都,,,,,,岡田荘
35.7228339,139.6844344,,東京都,,,,,,岡田荘
35.7908414,139.2779101,198-0042,東京都,青梅市,東青梅,3丁目,20,18,岡部アパート
35.6904105,139.8107457,,東京都,,,,6,1,岡部ドエル弐番館
35.6912802,139.810292,,東京都,,,,,,岡部マンション
35.7691507,139.5439449,203-0002,東京都,東久留米市,,神宝町二丁目,14,23,岡野ビル
35.77179,139.642848,,東京都,,,,,,岡野荘
35.7157961,139.6154088,,東京都,,,,,,岩井荘
35.731713,139.772103,1160013,東京都,,西日暮里,2丁目,32,19,岩城ハイム日暮里
35.6962736,139.7781094,,東京都,,,,,,岩本町レジデンス＆スタジオ
35.7082692,139.6143556,,東京都,,,,,,岩瀬マンション
35.6882914,139.8065561,,東京都,,,,,,岩田ビル　コーポ菊川
35.7793248,139.5214387,,東京都,,,,,,岸田ハイツ
35.7550174,139.7348584,,東京都,,,,,,岸町ふれあい館
35.7417089,139.741494,,東京都,,,,,,峯村コーポ
35.6271487,139.730882,,東京都,,,,,,島津山ヒルズ
35.7027336,139.7816351,,東京都,,鳥越,1丁目,10,2,島田ビル
35.7225858,139.6847402,,東京都,,,,,,島田ビル
35.6575194,139.7286973,,東京都,,,,,,島田マンション
35.7552102,139.3198155,205-0023,東京都,羽村市,,神明台一丁目,16,1,島田第2マンション
35.7553816,139.3198301,205-0023,東京都,羽村市,,神明台一丁目,16,10,島田第3マンション
35.6928052,139.8146036,135-0001,東京都,江東区,,毛利一丁目,21,5,崎山ハイツ
35.6763683,139.6690039,,東京都,,,,,,嶋田ハイツ
35.7835666,139.2843919,198-0036,東京都,青梅市,河辺町,5丁目,8,2,嶋田マンション
35.6689262,139.6486827,,東京都,,,,,,嶋田第一ビル
35.6881295,139.8039261,,東京都,,,,,,川島ビル
35.7855204,139.2835635,198-0031,東京都,青梅市,師岡町,4丁目,2,7,川杉マンション
35.6881939,139.8109556,,東京都,,,,7,3,川瀬ビル
35.7332547,139.4792743,,東京都,,,,,,川窪コーポラス
35.6261651,139.7255161,,東京都,,,,,,川野マンション
35.7324973,139.7392598,,東京都,,,,,,巣鴨SYマンション
35.7329966,139.7410379,,東京都,,,,,,巣鴨グリーンハイツ
35.732618,139.7389972,,東京都,,,,,,巣鴨サマリヤマンション
35.7370459,139.7331682,,東京都,,,,,,巣鴨スタービル
35.7322032,139.7358124,,東京都,,,,,,巣鴨ハイム
35.7322352,139.7360008,,東京都,,,,,,巣鴨レジデンス壱番館
35.7374437,139.7333318,,東京都,,,,,,巣鴨二号宿舎
35.7308128,139.7410784,,東京都,,,,,,巣鴨第２ＳＹマンション
35.732233,139.7405837,,東京都,,,,,,巣鴨陽光ハイツ
34.6906069,139.4202345,,東京都,,,,,,差木地公民館
35.7048474,139.6013329,167-0042,東京都,杉並区,西荻北,2丁目,4,6,巴荘
35.8290932,139.2936113,,東京都,,,,,,市営富岡第一住宅1号棟
35.8286912,139.2934118,,東京都,,,,,,市営富岡第一住宅2号棟
35.8090418,139.3007733,198-0022,東京都,青梅市,藤橋,1丁目,408,1,市営藤橋第１住宅
35.8093395,139.3006075,198-0022,東京都,青梅市,藤橋,1丁目,408,1,市営藤橋第２住宅
35.6484952,139.4561981,,東京都,,,,,,市営関戸住宅
35.6664824,139.8578703,,東京都,,,,,,市川ハイツ
35.6877552,139.8167623,,東京都,,,,,,布施アパート
35.7390805,139.7484472,,東京都,,,,,,希朋ビル
35.6571771,139.6222442,,東京都,,,,,,希望ヶ丘6-26-1
35.6576124,139.621982,,東京都,,,,,,希望ヶ丘6-26-2
35.6578184,139.621691,,東京都,,,,,,希望ヶ丘6-26-3
35.6579982,139.6214188,,東京都,,,,,,希望ヶ丘6-26-4
35.6581485,139.620944,,東京都,,,,,,希望ヶ丘6-26-5
35.657218,139.6212119,,東京都,,,,,,希望ヶ丘7-1-1
35.6578217,139.6199477,,東京都,,,,,,希望ヶ丘7-8-1
35.658222,139.61894,,東京都,,,,,,希望ヶ丘7-8-2
35.6717698,139.7593912,,東京都,,,,,,帝国ホテルタワー
35.6874592,139.6081063,,東京都,,,,,,常盤メゾン久我山
35.7574721,139.7405358,,東京都,,,,,,常葉ビル
35.6785527,139.6781249,,東京都,,,,,,幡ヶ谷サンハイム
35.6767294,139.6742875,,東京都,,,,,,幡ヶ谷ダイヤモンドマンション
35.6787444,139.6785175,,東京都,,,,,,幡ヶ谷ハイム
35.6777258,139.672495,,東京都,,,,,,幡ヶ谷ハウス
35.6780015,139.6724358,,東京都,,,,,,幡ヶ谷ハウス　プラザ公園
35.7089072,139.6866356,,東京都,,,,,,平出荘
35.7573468,139.6541588,179-0085,東京都,練馬区,,早宮二丁目,17,47,平和台STビル
35.7054091,139.6045537,,東京都,,,,,,平和荘
35.5506583,139.743755,144-0043,東京都,大田区,,羽田一丁目,9,4,平和荘
35.5476235,139.7512706,144-0043,東京都,大田区,,羽田五丁目,28,5,平和荘
35.7354434,139.7357397,,東京都,,,,,,平子ビル・フラワーコーポ
35.7263295,139.4787999,,東京都,,,,,,平安ハイツ
35.6812147,139.6254942,,東京都,,,,,,平松・カトレアハイツ
35.6818804,139.7400823,,東京都,,,,,,平河マンション
35.6827378,139.7410738,,東京都,,,,,,平河町ドリームマンション
35.6828042,139.7394489,,東京都,,,,,,平河町プラザ
35.6796229,139.7414683,,東京都,,,,,,平河町森タワー
35.7671268,139.7284758,,東京都,,,,,,幸ハイツ
35.6641515,139.6759178,,東京都,,,,,,幸信ビル
35.76138,139.8263247,,東京都,,,,,,幸和ハイツ
35.6966415,139.6934222,,東京都,,,,,,幸栄ハイツ
35.6432287,139.728222,108-0072,東京都,港区,白金,四丁目,6,2,幸福の科学 大悟館
35.7370697,139.7428584,,東京都,,,,,,幸苑アネックス
35.6775498,139.6748948,,東京都,,,,,,幸荘
35.6537231,139.6751726,,東京都,,,,,,幸荘
35.7387651,139.7432579,,東京都,,,,,,幸荘
35.7047823,139.7586796,,東京都,,,,,,広和レジデンス
35.6479285,139.7208877,,東京都,,,,25,2,広尾AKビル
35.6478671,139.721156,,東京都,,,,25,4,広尾イースト
35.6500658,139.7226783,,東京都,,,,,,広尾ガーデン
35.6553206,139.7216068,,東京都,,,,,,広尾ガーデンヒルズA棟
35.6545929,139.7212452,,東京都,,,,,,広尾ガーデンヒルズB棟
35.653984,139.7210865,,東京都,,,,,,広尾ガーデンヒルズC棟
35.6533299,139.7206014,150-0012,東京都,,,,,,広尾ガーデンヒルズD棟
35.6529601,139.7199772,,東京都,,,,,,広尾ガーデンヒルズE棟
35.6534817,139.7200545,,東京都,,,,,,広尾ガーデンヒルズF棟
35.6541328,139.7204543,,東京都,,,,,,広尾ガーデンヒルズG棟
35.6547626,139.7205868,,東京都,,,,,,広尾ガーデンヒルズH棟
35.65394,139.7198975,,東京都,,,,,,広尾ガーデンヒルズI棟
35.6543984,139.7198907,,東京都,,,,,,広尾ガーデンヒルズJ棟
35.6548627,139.7198871,,東京都,,,,,,広尾ガーデンヒルズK棟
35.655433,139.7210583,,東京都,,,,,,広尾ガーデンヒルズL棟
35.6553046,139.7201376,,東京都,,,,,,広尾ガーデンヒルズO棟
35.6477639,139.72158,150-0012,東京都,渋谷区,,広尾五丁目,25,6,広尾セントラルハイツ
35.6503049,139.7231704,,東京都,,,,,,広尾タワーズ
35.6478131,139.7213668,,東京都,,,,25,5,広尾ネックスビル
35.6502907,139.7193675,,東京都,,,,1,14,広尾ハイツ
35.6500684,139.7219394,,東京都,,,,6,6,広尾プラザ
35.6551632,139.7225911,,東京都,,,,,,広尾荘
35.7411757,139.7353801,,東京都,,,,,,広樹マンション
35.657348,139.8140434,1350052,東京都,江東区,潮見,1丁目,16,6,広瀬ビル
35.7114532,139.617253,,東京都,,,,,,広田荘
35.6724417,139.47877,,東京都,,,,,,府中グリーンプラザ分館
35.6817187,139.4791479,,東京都,,,,,,府中コーポラス
35.6715297,139.4732451,,東京都,府中市,片町,,,,府中スカイハイツ
35.7541101,139.8235219,,東京都,,,,,,建設中
35.7518232,139.827106,,東京都,,,,,,建設中
35.7517804,139.8271115,,東京都,,,,,,建設中
35.7541316,139.8236762,,東京都,,,,,,建設中
35.7541516,139.8238201,,東京都,,,,,,建設中
35.7541417,139.823749,,東京都,,,,,,建設中
35.7541214,139.823598,,東京都,,,,,,建設中
35.7518647,139.8270999,,東京都,,,,,,建設中
35.6136123,139.386608,,東京都,,,,,,弐番館
35.7329479,139.4787175,,東京都,,,,,,弐番館
35.7502438,139.7485087,114-0016,東京都,北区,,,,,弘真ビル
35.7720943,139.6467109,,東京都,,,,,,弥生ハイム
35.6744972,139.6648488,,東京都,,,,,,弥生荘
35.602568,139.3505364,,東京都,,,,,,彩ハイツ
35.7040447,139.7482109,,東京都,文京区,,後楽,,,後楽ガーデンホテル
35.6380029,139.6952807,,東京都,,,,,,後藤荘
35.7849358,139.1513703,,東京都,,,,,,御岳山荘
35.7082577,139.7759739,110-0005,東京都,台東区,上野,6丁目,1,6,御徒町グリーンハイツ
35.7060288,139.7776662,,東京都,,台東,4丁目,6,5,御徒町グリーンプラザ
35.7060506,139.7771789,,東京都,,,,7,7,御徒町プレーンハイツ永谷
35.703357,139.775443,,東京都,,上野,5丁目,5,,御徒町永谷タウンプラザ
35.6843476,139.7482757,100-0001,東京都,千代田区,千代田,,1,1,御所
35.6248931,139.7348169,,東京都,,,,,,御殿山スカイマンション
35.6221715,139.7369999,,東京都,,,,,,御殿山トラストタワー
35.6226059,139.7357058,,東京都,,,,,,御殿山ハイツ
35.6209182,139.7303857,,東京都,,,,,,御殿山ハイツ
35.620998,139.7306286,,東京都,,,,,,御殿山ハイツ
35.6200311,139.7355741,,東京都,,,,,,御殿山ハイツ
35.6268894,139.7307665,,東京都,,,,,,御殿山ハイツ
35.6211151,139.7355438,,東京都,,,,,,御殿山パークマンション
35.6202708,139.7356263,,東京都,品川区,,北品川四丁目,8,23,御殿山ビューハイツ
35.6214241,139.7354744,,東京都,,,,,,御殿山仁玄荘
35.6202344,139.7329934,,東京都,,,,,,御殿山南パークハウス
35.6915468,139.7130763,,東京都,,,,,,御苑フラワーマンション
35.6945429,139.7614985,,東京都,,,,,,御茶ノ水S.C.ハウス
35.6985926,139.7667323,,東京都,,,,,,御茶ノ水ソラシティ
35.6793304,139.7372479,,東京都,,,,,,御門テラス
35.7697993,139.6571597,,東京都,,,,,,徳丸サンパワー
35.769347,139.6574615,,東京都,,,,,,徳丸マンション
35.7120222,139.7577743,,東京都,,,,,,徳田秋声旧宅
35.7323162,139.7469568,,東京都,,,,,,心泉亭
35.6764779,139.6455227,,東京都,,,,,,志峰荘
35.7795467,139.6859053,,東京都,,,,,,志村myコーポ
35.7773852,139.3027671,205-0001,東京都,羽村市,小作台,1丁目,12,9,志村ハイツ
35.7155887,139.6882049,,東京都,,,,,,志賀コーポ
35.7047583,139.7635481,,東京都,,本郷,3丁目,13,,恩田ビル
35.5509783,139.7437773,144-0043,東京都,大田区,,羽田一丁目,9,1,恭和・コーポ羽田
35.7021299,139.6500018,,東京都,,,,,,恵光荘
35.6451928,139.7152373,,東京都,,,,,,恵比寿の杜センターレジデンス
35.6477234,139.7115134,,東京都,,,,,,恵比寿アーバンハウス
35.6454563,139.7122817,,東京都,,,,,,恵比寿ガーデン
35.6411484,139.7148454,,東京都,,,,,,恵比寿ガーデンテラス 壱番館
35.642018,139.7135678,,東京都,,,,,,恵比寿ガーデンプレイス
35.644829,139.7127637,,東京都,,,,,,恵比寿グリーンヒルズ
35.644858,139.7063706,,東京都,,,,,,恵比寿テラスハウス
35.6455304,139.7110642,,東京都,,,,,,恵比寿ネオナート
35.6451471,139.715894,,東京都,,,,,,恵比寿パークテラス
35.647567,139.7126842,,東京都,,,,,,恵比寿ビジネスタワー
35.647749,139.7102694,,東京都,,,,,,恵比寿リバストーンハイツ
35.6492845,139.7106357,,東京都,,,,,,恵比寿レジデンス壱番館
35.6512754,139.7079802,,東京都,,,,,,恵比寿レジデンス弐番館
35.6461262,139.7139761,150-0013,東京都,,恵比寿,1丁目,22,20,恵比寿幸和ビル
35.7267417,139.6064943,,東京都,,,,,,恵荘
35.7018362,139.6655981,164-0011,東京都,中野区,中央,5丁目,48,8,愛和館
35.6621392,139.7488978,105-6216,東京都,港区,,愛宕二丁目,5,1,愛宕MORIタワー
35.6634569,139.7489627,,東京都,,,,,,愛宕フォレストタワー
35.6639158,139.7498283,,東京都,,,,,,愛宕山タワー
35.66587,139.7493723,,東京都,,,,,,愛宕東洋ビル
35.7422051,139.6333071,,東京都,,,,,,慶尚
35.7854693,139.1514097,,東京都,,,,,,憩山荘
35.7023918,139.6420734,,東京都,,,,,,成和ハイツ
35.6482231,139.5936095,,東京都,,,,,,成城アパート
35.6494682,139.594492,,東京都,,,,,,成城アパート
35.6492748,139.5941198,,東京都,,,,,,成城八アパート
35.6530181,139.5976038,157-0065,東京都,世田谷区,,上祖師谷四丁目,2,2,成城通りパークウエスト2
35.7764362,139.6310516,,東京都,,,,,,成増ローヤルコーポ
35.6954729,139.6886337,,東京都,,,,,,成子坂ハイツ
35.7420263,139.7411318,,東京都,,,,,,成田コーポ
35.6901554,139.6357584,,東京都,,,,,,成田東二丁目第二アパート
35.7097254,139.596902,,東京都,,,,,,成道ハイツ
35.7515726,139.6486278,179-0085,東京都,練馬区,,早宮四丁目,29,7,成陽ビル
35.7040143,139.7105785,,東京都,,,,,,戸山ハイツ27
35.7045113,139.7163613,,東京都,,,,,,戸山宿舎
35.612425,139.7238028,,東京都,,,,,,戸越パークサイドハイツ
35.7039748,139.7809787,,東京都,台東区,,台東三丁目,2,,手塚ビル
35.6909135,139.8078046,,東京都,,,,,,手塚荘
35.7683389,139.6497953,,東京都,,,,,,扶桑ハイツ下赤塚
35.7320198,139.7390441,,東京都,,,,,,扶桑マンション
35.7565496,139.7417755,,東京都,,,,,,折笠コーポ
35.7558638,139.7311126,,東京都,,,,,,折谷ハイツ
35.7078718,139.816223,130-0002,東京都,墨田区,,業平五丁目,11,3,押上スカビューテラス
35.7088825,139.817549,,東京都,,,,,,押上ハイツ
35.7099274,139.7675554,,東京都,,,,,,撞球室
35.6558025,139.3139784,,東京都,,,,,,散東ビル
35.7675768,139.6435898,,東京都,,,,,,文コーポ
35.7090194,139.752268,,東京都,文京区,,小石川一丁目,1,1,文京ガーデン ゲートタワー
35.7098412,139.7520442,,東京都,,,,,,文京ガーデン ザ ウエスト
35.7087205,139.7529105,,東京都,文京区,小石川,1丁目,1,18,文京ガーデン ザ サウス
35.7095933,139.752384,,東京都,,,,,,文京ガーデン センターテラス
35.7108455,139.7523123,,東京都,,,,,,文京ガーデン ノーステラス
35.7299873,139.7487028,,東京都,,,,,,文京グリーンコートテラス
35.7305841,139.7522102,,東京都,,,,,,文京本駒込レジデンス
35.6497818,139.6872805,153-0043,東京都,目黒区,東山,3丁目,6,8,文化浴泉
35.6915869,139.8083752,,東京都,,,,,,斉国第二コーポ
35.7589185,139.7383771,,東京都,,,,,,斉藤ビル
35.6881651,139.8091316,,東京都,,,,,,斉藤マンション
35.7842475,139.7231078,,東京都,,,,,,斉藤荘
35.7404511,139.717083,,東京都,,,,,,斉藤荘
35.7063961,139.8611982,,東京都,,,,,,斎藤
35.7424432,139.7421073,,東京都,,,,,,斎藤ビル
35.6934843,139.8139848,130-0022,東京都,墨田区,,江東橋三丁目,3,,新ICプラザビル
35.69881,139.7651501,,東京都,,,,3,,新お茶の水ビル オフィスタワー
35.6566386,139.7365014,,東京都,,,,,,新一の橋ハイツ 1階
35.6988907,139.6679134,,東京都,,,,,,新中野マンション
35.7638453,139.7289743,,東京都,,,,,,新井マンション
35.732546,139.4834325,,東京都,,,,,,新井マンション
35.7160082,139.6638252,,東京都,,,,,,新井第一住宅
35.7156171,139.6637616,1650026,東京都,中野区,新井,新井三丁目,10,4,新井第三住宅
35.7148072,139.66366,,東京都,,,,,,新井第二住宅
35.7312098,139.7576536,113-0021,東京都,文京区,本駒込,4丁目,19,1,新動坂マンション
35.7555538,139.650644,,東京都,,,,,,新和レッヂ
35.7063056,139.8655736,,東京都,,,,,,新和荘
35.5465753,139.7469621,144-0043,東京都,大田区,,羽田六丁目,20,14,新和荘
35.6710013,139.7283677,107-0052,東京都,港区,,赤坂八丁目,6,13,新坂マンション
35.6979721,139.5405302,,東京都,,,,,,新境南ハイム
35.6931517,139.6931537,,東京都,,,,,,新宿アイランドタワー
35.698065,139.7087169,,東京都,,,,,,新宿アインスタワー
35.6922615,139.6974641,,東京都,,,,,,新宿エルタワー
35.693925,139.6905516,,東京都,,,,,,新宿オークタワー
35.6965808,139.6916973,,東京都,,,,,,新宿グランドプラザ
35.6922924,139.6896506,,東京都,,,,,,新宿グリーンタワービル
35.6950152,139.7060895,,東京都,,,,,,新宿グリーンプラザ
35.6898505,139.7084599,,東京都,,,,,,新宿サンハイム
